ClientID,Country,Cluster,Product1,Product2,Product3,Product4,Product5
24136166859389839,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
24369415795679640,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
24547531634962728,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
24592758345828877,FRA,1,Asics Gel-Blast,Molten H3X5001,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
24746133467781710,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
25160900069498736,FRA,1,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT,Wilson US Open,Under Armour Curry 7
25206782025589150,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
25349495039748915,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
25472130659582310,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
25934274416842400,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
27076688922869923,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
27112726208680988,FRA,1,Warrior Covert PX+,Bauer RE-AKT,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
27142845179031959,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
27513673682964111,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
27688291080261024,FRA,2,A&R Sports Ice Hockey Puck,Warrior Covert PX+,Wilson US Open,Nike Dri-FIT,Spalding NBA Official Game Ball
28256901676237119,FRA,2,Easton Ghost,Worth Dream Seam,Wilson US Open,Nike Dri-FIT,Spalding NBA Official Game Ball
28322123042477196,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
28417653226136405,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
28874129375184830,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
28951627534422032,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
29115028859736861,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
29668044373842092,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
29819065913856943,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
30008870419669630,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
30258073595492620,FRA,1,Warrior Covert PX+,Bauer RE-AKT,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
30992890669109793,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
31047586391277904,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
31072516718929549,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
31171664598329301,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
31346821886643060,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
32615662181680660,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
32819174042433754,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
32923172582274182,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
33116915460378990,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
33180277976489837,FRA,2,Tachikara SV5WSC,Mizuno LR6,Wilson US Open,Nike Dri-FIT,Spalding NBA Official Game Ball
33195080345734261,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
33419157546275560,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
33904844768356432,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
34286307304030983,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
34317474603742884,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
34626318838853695,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
34741144049730117,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
34918119617376216,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
35025211630632220,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
35027182354112273,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
35521116754378170,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
35937304009938627,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
36066001768744411,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
36777033845850367,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
36953591641053038,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
37371968766796406,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
37521745555079959,FRA,2,Yonex Astrox 99,Victor Gold Champion,Wilson US Open,Nike Dri-FIT,Spalding NBA Official Game Ball
37671635789978828,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
37802130293774042,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
37820268697477420,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
37974804208942212,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
38204261306932199,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
38782796863111293,FRA,1,Asics Gel-Blast,Molten H3X5001,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
39072507196070336,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
39484095324082027,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
39706674858698358,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
40328735522219227,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
40376015906616724,FRA,1,Warrior Covert PX+,Bauer RE-AKT,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
40392134938015008,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
40784352875218153,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
40855157015359482,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
40869065062129048,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
41205292271456667,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
41488427491236524,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
41666062043765771,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
41803688003939634,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
41880868958162796,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
42172880338612851,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
42670604226660479,FRA,2,Speedo Fastskin LZR Racer X,TYR Blackhawk Racing,Wilson US Open,Nike Dri-FIT,Spalding NBA Official Game Ball
43094364768919793,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
43434789116469094,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
43467816910153425,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
43715613657530614,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
43768983688404983,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
43918978620611417,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
44089720106456958,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
44487695172724494,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
44548919110315781,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
45108773734652799,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
45127832920714574,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
45243553595857840,FRA,1,Asics Gel-Blast,Molten H3X5001,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
45543274313968757,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
46126113021459302,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
46405537700581097,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
47041458519350207,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
47087007509381067,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
47442131741056535,FRA,1,Asics Gel-Blast,Molten H3X5001,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
47840015948256401,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
48357489473322117,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
48568266163234906,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
48624974102033078,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
48924900792822158,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
49340420870627846,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
49646328880505684,FRA,1,Canterbury Vapodri,Adidas Rugby Shorts,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
50045864198636873,FRA,1,Asics Gel-Blast,Molten H3X5001,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
50340780002443209,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
51536126609759622,FRA,1,Asics Gel-Blast,Molten H3X5001,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Nike Dri-FIT
51614004536555627,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
52167779328971203,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
52511728493696029,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
52728576123742315,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
53083281345941745,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
53677862218238185,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
53763205142679622,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
53840819967331625,FRA,1,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Wilson Evolution Basketball,Wilson US Open
54020855341630599,FRA,0,Nike Dri-FIT,Puma Third Jersey,Spalding NBA Official Game Ball,Nike Away Jersey,Adidas Squadra 21
